locality,Year,house price
FLINDERS,2015,839000.00 
FLORA HILL,2015,321000.00 
FLOWERDALE,2015,255000.00 
FOOTSCRAY,2015,690500.00 
FOREST HILL,2015,892000.00 
FOSTER,2015,325000.00 
FRANKSTON,2015,426000.00 
FRANKSTON NORTH,2015,297000.00 
FRANKSTON SOUTH,2015,620000.00 
FRASER RISE,2015,465000.00 
FYANSFORD,2015,688000.00 
GARDEN CITY,2015,1320000.00 
GARDENVALE,2015,1348000.00 
GARFIELD,2015,370000.00 
GEELONG,2015,607500.00 
GEELONG WEST,2015,490000.00 
GEMBROOK,2015,440000.00 
GISBORNE,2015,550000.00 
GLADSTONE PARK,2015,460000.00 
GLEN HUNTLY,2015,1350000.00 
GLEN IRIS,2015,1800000.00 
GLEN WAVERLEY,2015,1212500.00 
GLENGARRY,2015,286000.00 
GLENROWAN,2015,225000.00 
GLENROY,2015,560000.00 
GOLDEN BEACH,2015,180000.00 
GOLDEN POINT (BALLARAT),2015,259000.00 
GOLDEN SQUARE,2015,306000.00 
GORDON,2015,290000.00 
GOUGHS BAY,2015,265000.00 
GOWANBRAE,2015,573000.00 
GRANTVILLE,2015,250000.00 
GREEN LAKE,2015,281500.00 
GREENSBOROUGH,2015,635000.00 
GREENVALE,2015,500000.00 
GROVEDALE,2015,370000.00 
HADFIELD,2015,550000.00 
HALLAM,2015,424000.00 
HALLS GAP,2015,245000.00 
HAMILTON,2015,200000.00 
HAMLYN HEIGHTS,2015,382500.00 
HAMPTON,2015,1650000.00 
HAMPTON EAST,2015,1020000.00 
HAMPTON PARK,2015,370000.00 
HARKNESS,2015,350000.00 
HASTINGS,2015,365000.00 
HASTINGS WEST,2015,289500.00 
HAWTHORN,2015,1916500.00 
HAWTHORN EAST,2015,1850000.00 
HEALESVILLE,2015,445000.00 
HEATHCOTE,2015,240000.00 
HEATHERTON,2015,771000.00 
HEATHMONT,2015,760000.00 
HEIDELBERG,2015,1060000.00 
HEIDELBERG HEIGHTS,2015,676500.00 
HEIDELBERG WEST,2015,580000.00 
HEPBURN,2015,395000.00 
HEPBURN SPRINGS,2015,380000.00 
HERNE HILL,2015,368500.00 
HEYFIELD,2015,182500.00 
HEYWOOD,2015,173000.00 
HIGHETT,2015,992500.00 
HIGHTON,2015,505000.00 
HILLSIDE (MELTON),2015,470000.00 
HOPETOUN,2015,75000.00 
HOPPERS CROSSING,2015,365500.00 
HORSHAM,2015,240000.00 
HUGHESDALE,2015,1165000.00 
HUNTINGDALE,2015,835000.00 
HUNTLY,2015,355000.00 
HURSTBRIDGE,2015,547500.00 
INDENTED HEAD,2015,382500.00 
INGLEWOOD,2015,200000.00 
INVERLEIGH,2015,355000.00 
INVERLOCH,2015,425000.00 
INVERMAY PARK,2015,405000.00 
IRONBARK,2015,292500.00 
IRYMPLE,2015,268000.00 
IVANHOE,2015,1125000.00 
IVANHOE EAST,2015,1542500.00 
JACANA,2015,375000.00 
JACKASS FLAT,2015,350500.00 
JAMIESON,2015,258500.00 
JAN JUC,2015,615000.00 
JEERALANG NORTH,2015,175000.00 
JEPARIT,2015,89000.00 
JUNCTION VILLAGE,2015,370000.00 
JUNORTOUN,2015,417500.00 
KALIMNA,2015,300000.00 
KALKALLO,2015,180000.00 
KALLISTA,2015,523000.00 
KALORAMA,2015,496000.00 
KANGAROO FLAT,2015,303000.00 
KANGAROO GROUND SOUTH,2015,650000.00 
KANIVA,2015,100000.00 
KEALBA,2015,400000.00 
KEILOR,2015,703000.00 
KEILOR DOWNS,2015,496500.00 
KEILOR EAST,2015,651000.00 
KEILOR LODGE,2015,555500.00 
KEILOR PARK,2015,565000.00 
KENNINGTON,2015,334000.00 
KENSINGTON,2015,822000.00 
KERANG,2015,152000.00 
KEW,2015,2080000.00 
KEW EAST,2015,1600000.00 
KEW NORTH,2015,1665000.00 
KEYSBOROUGH,2015,559500.00 
KIALLA,2015,367500.00 
KILCUNDA,2015,400000.00 
KILLARA (WODONGA),2015,360000.00 
KILMORE,2015,336500.00 
KILSYTH,2015,548500.00 
KILSYTH SOUTH,2015,676000.00 
KINGLAKE,2015,340000.00 
KINGS PARK,2015,355000.00 
KINGSBURY,2015,560000.00 
KINGSVILLE,2015,785000.00 
KNOXFIELD,2015,681000.00 
KOO WEE RUP,2015,345000.00 
KOONDROOK,2015,198500.00 
KOROIT,2015,296000.00 
KORUMBURRA,2015,262500.00 
KURUNJANG,2015,289500.00 
KYABRAM,2015,240000.00 
KYNETON,2015,425500.00 
LAKE BOGA,2015,245000.00 
LAKE GARDENS,2015,461000.00 
LAKE TYERS BEACH,2015,330000.00 
LAKE WENDOUREE,2015,685000.00 
LAKES ENTRANCE,2015,255500.00 
LALOR,2015,445000.00 
LANCEFIELD,2015,360000.00 
LANG LANG,2015,316500.00 
LANGWARRIN,2015,450000.00 
LARA,2015,348000.00 
LARA LAKE,2015,375000.00 
LAUNCHING PLACE,2015,366000.00 
LAVERTON,2015,377500.00 
LAVERTON SOUTH,2015,450000.00 
LEARMONTH,2015,222500.00 
LENEVA,2015,370500.00 
LEONGATHA,2015,305000.00 
LEOPOLD,2015,365000.00 
LILYDALE,2015,534000.00 
LINTON,2015,152000.00 
LISMORE,2015,115000.00 
LOCH SPORT,2015,145000.00 
LOCKINGTON,2015,220000.00 
LONG GULLY,2015,244000.00 
LONGWARRY,2015,307000.00 
LORNE,2015,895000.00 
LOVELY BANKS,2015,388500.00 
LOWER PLENTY,2015,770000.00 
LUCAS,2015,389000.00 
LUCKNOW,2015,230000.00 
LYNBROOK,2015,500000.00 
LYNDHURST,2015,550000.00 
LYSTERFIELD,2015,780000.00 
LYSTERFIELD SOUTH,2015,1018500.00 
MACEDON,2015,532500.00 
MACLEOD,2015,755000.00 
MACS COVE,2015,189000.00 
MADDINGLEY,2015,332500.00 
MAFFRA,2015,230000.00 
MAIDEN GULLY,2015,430000.00 
MAIDSTONE,2015,630000.00 
MALDON,2015,339000.00 
MALLACOOTA,2015,288500.00 
MALMSBURY,2015,397500.00 
MALVERN,2015,2230000.00 
MALVERN EAST,2015,1610000.00 
MANANGATANG,2015,42500.00 
MANIFOLD HEIGHTS,2015,489500.00 
MANOR LAKES,2015,385000.00 
MANSFIELD,2015,367500.00 
MARENGO,2015,577500.00 
MARIBYRNONG,2015,837500.00 
MARONG,2015,364000.00 
MARSHALL,2015,377000.00 
MARYBOROUGH,2015,192500.00 
MARYSVILLE,2015,320000.00 
MCCRAE,2015,597500.00 
MCKENZIE HILL,2015,429500.00 
MCKINNON,2015,1500000.00 
MEADOW HEIGHTS,2015,350500.00 
MELTON,2015,255000.00 
MELTON SOUTH,2015,260000.00 
MELTON WEST,2015,295000.00 
MENTONE,2015,950000.00 
MENZIES CREEK,2015,580000.00 
MERBEIN,2015,180000.00 
MERINDA PARK,2015,345000.00 
MERNDA,2015,410000.00 
MERRIJIG (MANSFIELD),2015,292500.00 
METUNG,2015,299000.00 
MICKLEHAM,2015,385000.00 
MIDDLE PARK,2015,2317000.00 
MILDURA,2015,252000.00 
MILL PARK,2015,480000.00 
MILLGROVE,2015,275000.00 
MINERS REST,2015,335000.00 
MINYIP,2015,93000.00 
MIRBOO NORTH,2015,262000.00 
MITCHAM,2015,886000.00 
MITCHELL PARK,2015,260000.00 
MOE,2015,162500.00 
MONBULK,2015,471500.00 
MONT ALBERT,2015,1863000.00 
MONT ALBERT NORTH,2015,1400000.00 
MONTMORENCY,2015,732000.00 
MONTROSE,2015,559000.00 
MOONEE PONDS,2015,1006000.00 
MOORABBIN,2015,855000.00 
MOOROOLBARK,2015,558500.00 
MOOROOPNA,2015,230000.00 
MORDIALLOC,2015,850000.00 
MORNINGTON,2015,641000.00 
MORTLAKE,2015,120000.00 
MORWELL,2015,150000.00 
MOUNT BEAUTY,2015,189500.00 
MOUNT CLEAR,2015,322500.00 
MOUNT DANDENONG,2015,612500.00 
MOUNT DUNEED,2015,545000.00 
MOUNT ELIZA,2015,832000.00 
MOUNT EVELYN,2015,493500.00 
MOUNT HELEN,2015,342000.00 
MOUNT MACEDON,2015,635000.00 
MOUNT MARTHA,2015,780000.00 
MOUNT PLEASANT,2015,293500.00 
MOUNT WAVERLEY,2015,1268000.00 
MULGRAVE,2015,765500.00 
MURCHISON,2015,165000.00 
MURRUMBEENA,2015,1204000.00 
MURTOA,2015,91000.00 
MYRTLEFORD,2015,242000.00 
NAGAMBIE,2015,360500.00 
NARRE WARREN,2015,430000.00 
NARRE WARREN NORTH,2015,773000.00 
NARRE WARREN SOUTH,2015,476000.00 
NATHALIA,2015,178000.00 
NATIMUK,2015,161000.00 
NEERIM SOUTH,2015,280000.00 
NELSON,2015,257500.00 
NERRINA,2015,522500.00 
NEW GISBORNE,2015,498000.00 
NEWBOROUGH,2015,220000.00 
NEWCOMB,2015,290500.00 
NEWINGTON,2015,345000.00 
NEWLANDS ARM,2015,332500.00 
NEWPORT,2015,825000.00 
NEWSTEAD,2015,365000.00 
NEWTOWN (GREATER GEELONG),2015,642500.00 
NHILL,2015,128000.00 
NICHOLS POINT,2015,370000.00 
NIDDRIE,2015,832500.00 
NOBLE PARK,2015,510000.00 
NOBLE PARK NORTH,2015,491500.00 
NOOJEE,2015,290000.00 
NORLANE,2015,216000.00 
NORTH BENDIGO,2015,286000.00 
NORTH GEELONG,2015,335000.00 
NORTH MELBOURNE,2015,926000.00 
NORTH WONTHAGGI,2015,275000.00 
NORTHCOTE,2015,1008500.00 
NOTTING HILL,2015,780000.00 
NUMURKAH,2015,219000.00 
NUNAWADING,2015,880000.00 
NYAH WEST,2015,146500.00 
NYORA,2015,245000.00 
OAK PARK,2015,660000.00 
OAKLEIGH,2015,1002000.00 
OAKLEIGH EAST,2015,995000.00 
OAKLEIGH SOUTH,2015,830000.00 
OCEAN GROVE,2015,516500.00 
OFFICER,2015,375000.00 
OFFICER SOUTH,2015,-
OLINDA,2015,553500.00 
ORBOST,2015,145000.00 
ORMOND,2015,1300000.00 
OSBORNE,2015,580000.00 
OUYEN,2015,105500.00 
PAKENHAM,2015,367000.00 
PARADISE BEACH,2015,188500.00 
PARK ORCHARDS,2015,1225000.00 
PARKDALE,2015,965000.00 
PARKVILLE,2015,1360500.00 
PASCOE VALE,2015,720000.00 
PASCOE VALE SOUTH,2015,745000.00 
PATTERSON GARDENS,2015,739000.00 
PATTERSON LAKES,2015,787500.00 
PAYNESVILLE,2015,302500.00 
PEARCEDALE,2015,470000.00 
PENSHURST,2015,191000.00 
PETERBOROUGH,2015,296500.00 
PIONEER BAY,2015,240000.00 
PLENTY,2015,915500.00 
POINT COOK,2015,465000.00 
POINT LONSDALE,2015,655000.00 
POOWONG,2015,240000.00 
POREPUNKAH,2015,323000.00 
PORT ALBERT,2015,197500.00 
PORT FAIRY,2015,447500.00 
PORT FRANKLIN,2015,277500.00 
PORT MELBOURNE,2015,1252500.00 
PORT WELSHPOOL,2015,200000.00 
PORTARLINGTON,2015,409000.00 
PORTLAND,2015,220000.00 
PORTLAND NORTH,2015,330000.00 
PORTSEA,2015,1800000.00 
PRAHRAN,2015,1350000.00 
PRESTON,2015,791000.00 
PRINCES HILL,2015,1280000.00 
PYRAMID HILL,2015,112500.00 
QUARRY HILL,2015,377500.00 
QUEENSCLIFF,2015,700000.00 
RAINBOW,2015,68000.00 
RAWSON,2015,147000.00 
RAYMOND ISLAND,2015,285000.00 
RED CLIFFS,2015,175000.00 
REDAN,2015,247000.00 
RESEARCH,2015,686000.00 
RESERVOIR,2015,615000.00 
RHYLL,2015,402000.00 
RICHMOND,2015,1150000.00 
RIDDELLS CREEK,2015,456500.00 
RINGWOOD,2015,777500.00 
RINGWOOD EAST,2015,750000.00 
RINGWOOD NORTH,2015,783500.00 
RIPPLESIDE,2015,640000.00 
ROBINVALE,2015,184500.00 
ROCHESTER,2015,235000.00 
ROCKBANK,2015,300000.00 
ROMSEY,2015,420000.00 
ROSANNA,2015,905000.00 
ROSEBUD,2015,389000.00 
ROSEBUD SOUTH,2015,514500.00 
ROSEDALE,2015,197000.00 
ROWVILLE,2015,710000.00 
ROXBURGH PARK,2015,400000.00 
RUSHWORTH,2015,177000.00 
RUTHERGLEN,2015,230000.00 
RYE,2015,488000.00 
SAFETY BEACH,2015,595000.00 
SAILORS GULLY,2015,235000.00 
SALE,2015,298000.00 
SAN REMO,2015,420000.00 
SANCTUARY LAKES,2015,570000.00 
SANDHURST,2015,617500.00 
SANDRINGHAM,2015,1490000.00 
SANDY POINT,2015,370000.00 
SASSAFRAS,2015,562000.00 
SCORESBY,2015,661000.00 
SEA LAKE,2015,95000.00 
SEABROOK,2015,456000.00 
SEAFORD,2015,475000.00 
SEAHOLME,2015,802500.00 
SEASPRAY,2015,240000.00 
SEBASTOPOL,2015,244500.00 
SEDDON,2015,830000.00 
SELBY,2015,469500.00 
SEVILLE,2015,450000.00 
SEVILLE EAST,2015,395000.00 
SEYMOUR,2015,225000.00 
SHEPPARTON,2015,250000.00 
SHEPPARTON NORTH,2015,348000.00 
SHOREHAM,2015,903000.00 
SILVERLEAVES,2015,484000.00 
SKENES CREEK,2015,491500.00 
SKIPTON,2015,137000.00 
SKYE,2015,430000.00 
SMITHS BEACH,2015,455000.00 
SMYTHESDALE,2015,225000.00 
SOLDIERS HILL,2015,310000.00 
SOMERS,2015,696500.00 
SOMERVILLE,2015,425000.00 
SORRENTO,2015,859000.00 
SOUTH DUDLEY,2015,221500.00 
SOUTH GEELONG,2015,425000.00 
SOUTH KINGSVILLE,2015,742000.00 
SOUTH MELBOURNE,2015,1310000.00 
SOUTH MORANG,2015,450000.00 
SOUTH YARRA,2015,1680000.00 
SPOTSWOOD,2015,795000.00 
SPRING GULLY,2015,350000.00 
SPRINGVALE,2015,629500.00 
SPRINGVALE SOUTH,2015,562000.00 
ST ALBANS,2015,428000.00 
ST ALBANS PARK,2015,329000.00 
ST ANDREWS BEACH,2015,560000.00 
ST ARNAUD,2015,141000.00 
ST HELENA,2015,711000.00 
ST KILDA,2015,1164000.00 
ST KILDA EAST,2015,1382500.00 
ST KILDA WEST,2015,2013000.00 
ST LEONARDS,2015,375000.00 
STANHOPE,2015,152500.00 
STAWELL,2015,177000.00 
STRATFORD,2015,260500.00 
STRATHDALE,2015,410500.00 
STRATHFIELDSAYE,2015,408000.00 
STRATHMERTON,2015,190000.00 
STRATHMORE,2015,997500.00 
STRATHMORE HEIGHTS,2015,700000.00 
STRATHTULLOH,2015,425000.00 
STUDFIELD,2015,785000.00 
SUNBURY,2015,370000.00 
SUNDERLAND BAY,2015,287000.00 
SUNNYCLIFFS,2015,185000.00 
SUNSET STRIP,2015,301500.00 
SUNSHINE,2015,530500.00 
SUNSHINE NORTH,2015,495000.00 
SUNSHINE WEST,2015,450000.00 
SURF BEACH,2015,355000.00 
SURREY HILLS,2015,1750000.00 
SWAN HILL,2015,248000.00 
SYDENHAM,2015,440000.00 
SYNDAL,2015,1505000.00 
TALLANGATTA,2015,233000.00 
TARNEIT,2015,400000.00 
TATURA,2015,233000.00 
TAWONGA,2015,235000.00 
TAWONGA SOUTH,2015,257500.00 
TAYLORS HILL,2015,530000.00 
TAYLORS LAKES,2015,561500.00 
TECOMA,2015,510000.00 
TEMPLESTOWE,2015,1180000.00 
TEMPLESTOWE LOWER,2015,1060000.00 
TERANG,2015,206500.00 
THE BASIN,2015,550000.00 
THE HONEYSUCKLES,2015,160000.00 
THE PATCH,2015,505000.00 
THOMASTOWN,2015,436000.00 
THOMSON (GREATER GEELONG),2015,290000.00 
THORNBURY,2015,918000.00 
THORNHILL PARK,2015,-
TIMBOON,2015,240000.00 
TONGALA,2015,165000.00 
TOONGABBIE,2015,235000.00 
TOORA,2015,230000.00 
TOORADIN,2015,471000.00 
TOORAK,2015,3987500.00 
TOOTGAROOK,2015,405000.00 
TORQUAY,2015,620000.00 
TRAFALGAR,2015,310000.00 
TRARALGON,2015,273000.00 
TRARALGON EAST,2015,432500.00 
TRAVANCORE,2015,1000000.00 
TRENTHAM,2015,422500.00 
TRUGANINA,2015,391000.00 
TULLAMARINE,2015,472500.00 
TYABB,2015,395000.00 
TYLDEN,2015,350000.00 
UPPER FERNTREE GULLY,2015,515000.00 
UPWEY,2015,515000.00 
VENTNOR,2015,423500.00 
VENUS BAY,2015,236000.00 
VERMONT,2015,855000.00 
VERMONT SOUTH,2015,1000000.00 
VIEWBANK,2015,829500.00 
VIOLET TOWN,2015,200000.00 
WAHGUNYAH,2015,267000.00 
WALKERVILLE,2015,247000.00 
WALLAN,2015,362000.00 
WALLAN EAST,2015,309500.00 
WANDANA HEIGHTS,2015,590000.00 
WANDIN NORTH,2015,480000.00 
WANGARATTA,2015,272000.00 
WANTIRNA,2015,764000.00 
WANTIRNA SOUTH,2015,829000.00 
WARBURTON,2015,325000.00 
WARNEET,2015,395000.00 
WARRACKNABEAL,2015,110000.00 
WARRAGUL,2015,342000.00 
WARRANDYTE,2015,829000.00 
WARRANWOOD,2015,790000.00 
WARRNAMBOOL,2015,330000.00 
WATERWAYS,2015,902000.00 
WATSONIA,2015,607500.00 
WATSONIA NORTH,2015,635000.00 
WATTLE GLEN,2015,569000.00 
WAURN PONDS,2015,480000.00 
WEDDERBURN,2015,110000.00 
WEIR VIEWS,2015,389000.00 
WENDOUREE,2015,250000.00 
WENDOUREE WEST,2015,207500.00 
WERRIBEE,2015,335000.00 
WERRIBEE SOUTH,2015,680000.00 
WESBURN,2015,395000.00 
WEST FOOTSCRAY,2015,697000.00 
WEST MELBOURNE,2015,1005000.00 
WEST WODONGA,2015,306000.00 
WESTALL,2015,610000.00 
WESTGARTH,2015,1300000.00 
WESTMEADOWS,2015,470000.00 
WHEELERS HILL,2015,999000.00 
WHITE HILLS,2015,297500.00 
WHITTINGTON,2015,280000.00 
WHITTLESEA,2015,400000.00 
WILLAURA,2015,129500.00 
WILLIAMS LANDING,2015,510000.00 
WILLIAMSTOWN,2015,1120000.00 
WILLIAMSTOWN NORTH,2015,862500.00 
WIMBLEDON HEIGHTS,2015,291500.00 
WINCHELSEA,2015,262000.00 
WINDSOR,2015,1094000.00 
WINTER VALLEY,2015,365000.00 
WODONGA,2015,295000.00 
WOLLERT,2015,430000.00 
WONGA PARK,2015,735000.00 
WONTHAGGI,2015,260000.00 
WOODEND,2015,482500.00 
WOOLAMAI WATERS,2015,340000.00 
WOORI YALLOCK,2015,358000.00 
WY YUNG,2015,290000.00 
WYCHEPROOF,2015,100000.00 
WYE RIVER,2015,530000.00 
WYNDHAM VALE,2015,325000.00 
YACKANDANDAH,2015,300000.00 
YALLAMBIE,2015,665000.00 
YALLOURN NORTH,2015,153000.00 
YARRA GLEN,2015,530000.00 
YARRA JUNCTION,2015,417500.00 
YARRAGON,2015,284000.00 
YARRAM,2015,245000.00 
YARRAVILLE,2015,810000.00 
YARRAWONGA,2015,300500.00 
YEA,2015,260000.00 
YINNAR,2015,182500.00 
ABBOTSFORD,2016,1187500.00 
ABERFELDIE,2016,1300000.00 
AINTREE,2016,640000.00 
AIREYS INLET,2016,715000.00 
AIRPORT WEST,2016,742000.00 
ALBANVALE,2016,439000.00 
ALBERT PARK,2016,1775000.00 
ALBION,2016,593000.00 
ALEXANDRA,2016,275000.00 
ALFREDTON,2016,375000.00 
ALLANSFORD,2016,275000.00 
ALPHINGTON,2016,1240500.00 
ALTONA,2016,825000.00 
ALTONA EAST,2016,795000.00 
ALTONA MEADOWS,2016,495000.00 
ALTONA NORTH,2016,726000.00 
ANGLESEA,2016,652500.00 
APOLLO BAY,2016,480000.00 
ARARAT,2016,204500.00 
ARDEER,2016,517500.00 
ARMADALE,2016,2367500.00 
ARMSTRONG CREEK,2016,450000.00 
ASCOT (GREATER BENDIGO),2016,370000.00 
ASCOT VALE,2016,1020000.00 
ASHBURTON,2016,1567500.00 
ASHWOOD,2016,1230000.00 
ASPENDALE,2016,891000.00 
ASPENDALE GARDENS,2016,775000.00 
ATTWOOD,2016,660000.00 
AVENEL,2016,250000.00 
AVOCA,2016,165000.00 
AVONDALE HEIGHTS,2016,750000.00 
AVONSLEIGH,2016,501000.00 
BACCHUS MARSH,2016,376000.00 
BADGER CREEK,2016,379000.00 
BAIRNSDALE,2016,255000.00 
BALACLAVA,2016,1242500.00 
BALCOMBE,2016,950000.00 
BALLAN,2016,370000.00 
BALLARAT CENTRAL,2016,385000.00 
BALLARAT EAST,2016,295000.00 
BALLARAT NORTH,2016,339500.00 
BALNARRING,2016,670000.00 
BALNARRING BEACH,2016,904000.00 
BALWYN,2016,2180000.00 
BALWYN NORTH,2016,1800000.00 
BANNOCKBURN,2016,382000.00 
BARANDUDA,2016,350000.00 
BARNAWARTHA,2016,245000.00 
BARWON HEADS,2016,842500.00 
BAXTER,2016,403000.00 
BAYSWATER,2016,693000.00 
BAYSWATER NORTH,2016,628000.00 
BEACONSFIELD,2016,585000.00 
BEACONSFIELD UPPER,2016,630000.00 
BEAUFORT,2016,237500.00 
BEAUMARIS,2016,1455000.00 
BEEAC,2016,148000.00 
BEECHWORTH,2016,345000.00 
BELGRAVE,2016,545000.00 
BELGRAVE HEIGHTS,2016,624000.00 
BELGRAVE SOUTH,2016,565000.00 
BELL PARK,2016,360000.00 
BELL POST HILL,2016,355000.00 
BELLBRIDGE,2016,330000.00 
BELLFIELD (BANYULE),2016,778000.00 
BELMONT,2016,430000.00 
BENALLA,2016,231500.00 
BENDIGO,2016,400000.00 
BENTLEIGH,2016,1380000.00 
BENTLEIGH EAST,2016,1115000.00 
BERWICK,2016,583000.00 
BEULAH,2016,65000.00 
BEVERIDGE,2016,430000.00 
BIRCHIP,2016,55000.00 
BIRREGURRA,2016,349000.00 
BITTERN,2016,464000.00 
BLACK HILL,2016,315000.00 
BLACK ROCK,2016,1745000.00 
BLACKBURN,2016,1241000.00 
BLACKBURN NORTH,2016,1040000.00 
BLACKBURN SOUTH,2016,1050000.00 
BLACKWOOD,2016,291000.00 
BLAIRGOWRIE,2016,770000.00 
BLIND BIGHT,2016,440000.00 
BONBEACH,2016,778000.00 
BONNIE DOON,2016,290000.00 
BONSHAW,2016,322500.00 
BOOLARRA,2016,202500.00 
BOORT,2016,200500.00 
BORONIA,2016,648500.00 
BOTANIC RIDGE,2016,600000.00 
BOX HILL,2016,1360500.00 
BOX HILL NORTH,2016,1146000.00 
BOX HILL SOUTH,2016,1255000.00 
BRAYBROOK,2016,629000.00 
BREAKWATER,2016,277500.00 
BRIAGOLONG,2016,265000.00 
BRIAR HILL,2016,721500.00 
BRIGHT,2016,429500.00 
BRIGHTON,2016,2740000.00 
BRIGHTON EAST,2016,1750000.00 
BROADFORD,2016,287500.00 
BROADMEADOWS,2016,416500.00 
BROOKFIELD,2016,360000.00 
BROOKLYN,2016,700500.00 
BROWN HILL,2016,338000.00 
BRUNSWICK,2016,946000.00 
BRUNSWICK EAST,2016,998000.00 
BRUNSWICK WEST,2016,1005000.00 
BRUTHEN,2016,207000.00 
BULLEEN,2016,1170000.00 
BUNDALONG,2016,425000.00 
BUNDOORA,2016,651000.00 
BUNINYONG,2016,381000.00 
BUNYIP,2016,357500.00 
BURNLEY,2016,1215000.00 
BURNSIDE,2016,518500.00 
BURNSIDE HEIGHTS,2016,522000.00 
BURWOOD,2016,1219000.00 
BURWOOD EAST,2016,1021000.00 
CAIRNLEA,2016,608500.00 
CALIFORNIA GULLY,2016,255000.00 
CAMBERWELL,2016,2090000.00 
CAMPBELLFIELD,2016,420000.00 
CAMPBELLS CREEK,2016,426500.00 
CAMPERDOWN,2016,217500.00 
CANADIAN,2016,339000.00 
CANN RIVER,2016,148500.00 
CANTERBURY,2016,2620000.00 
CAPE PATERSON,2016,358000.00 
CAPE SCHANCK,2016,667500.00 
CAPEL SOUND,2016,445000.00 
CARISBROOK,2016,200000.00 
CARLTON,2016,1050000.00 
CARLTON NORTH,2016,1360000.00 
CARNEGIE,2016,1348500.00 
CAROLINE SPRINGS,2016,530000.00 
CARRUM,2016,750000.00 
CARRUM DOWNS,2016,430000.00 
CASTERTON,2016,126500.00 
CASTLEMAINE,2016,410000.00 
CAULFIELD,2016,1715000.00 
CAULFIELD EAST,2016,1300000.00 
CAULFIELD NORTH,2016,2181000.00 
CAULFIELD SOUTH,2016,1517500.00 
CHADSTONE,2016,1017500.00 
CHARLEMONT,2016,560000.00 
CHARLTON,2016,160000.00 
CHELSEA,2016,890000.00 
CHELSEA HEIGHTS,2016,641000.00 
CHELTENHAM,2016,940500.00 
CHELTENHAM EAST,2016,867500.00 
CHELTENHAM NORTH,2016,900000.00 
CHEWTON,2016,403500.00 
CHILTERN,2016,250000.00 
CHIRNSIDE PARK,2016,627000.00 
CHUM CREEK,2016,418000.00 
CHURCHILL,2016,182000.00 
CLARINDA,2016,751000.00 
CLAYTON,2016,1010500.00 
CLAYTON NORTH,2016,1100000.00 
CLAYTON SOUTH,2016,755000.00 
CLIFTON HILL,2016,1220000.00 
CLIFTON SPRINGS,2016,365000.00 
CLUNES,2016,255000.00 
CLYDE,2016,435000.00 
CLYDE NORTH,2016,491000.00 
COBBLEBANK,2016,328000.00 
COBDEN,2016,177000.00 
COBRAM,2016,265000.00 
COBURG,2016,876000.00 
COBURG EAST,2016,762500.00 
COBURG NORTH,2016,780000.00 
COCKATOO,2016,430000.00 
COHUNA,2016,157500.00 
COLAC,2016,259500.00 
COLDSTREAM,2016,521000.00 
COLERAINE,2016,90000.00 
COLLINGWOOD,2016,920000.00 
CONNEWARRE,2016,892000.00 
COOLAROO,2016,340000.00 
COONANS HILL,2016,870000.00 
COONGULLA,2016,185000.00 
CORINELLA,2016,325000.00 
CORIO,2016,250000.00 
CORONET BAY,2016,266000.00 
CORRYONG,2016,164000.00 
COWES,2016,402500.00 
COWES WEST,2016,353500.00 
CRAIGIEBURN,2016,425000.00 
CRANBOURNE,2016,406000.00 
CRANBOURNE EAST,2016,460000.00 
CRANBOURNE NORTH,2016,455000.00 
CRANBOURNE WEST,2016,410000.00 
CREMORNE,2016,1072000.00 
CRESWICK,2016,292500.00 
CRIB POINT,2016,402000.00 
CROYDON,2016,695000.00 
CROYDON HILLS,2016,730000.00 
CROYDON NORTH,2016,790500.00 
CROYDON SOUTH,2016,655000.00 
CURLEWIS,2016,406500.00 
DALLAS,2016,345000.00 
DALYSTON,2016,255000.00 
DANDENONG,2016,555500.00 
DANDENONG NORTH,2016,551000.00 
DARLEY,2016,371500.00 
DARTMOOR,2016,115000.00 
DAYLESFORD,2016,464000.00 
DEANSIDE,2016,-
DEEPDENE,2016,2600000.00 
DEER PARK,2016,441000.00 
DELACOMBE,2016,319000.00 
DELAHEY,2016,458000.00 
DENNINGTON,2016,342500.00 
DERRIMUT,2016,530000.00 
DERRINALLUM,2016,150000.00 
DIAMOND CREEK,2016,646500.00 
DIGGERS REST,2016,360000.00 
DIMBOOLA,2016,116000.00 
DINGLEY VILLAGE,2016,775500.00 
DINNER PLAIN,2016,400000.00 
DONALD,2016,145000.00 
DONCASTER,2016,1297500.00 
DONCASTER EAST,2016,1230000.00 
DONVALE,2016,970000.00 
DOREEN,2016,470500.00 
DOVETON,2016,405000.00 
DROMANA,2016,583000.00 
DROUIN,2016,347000.00 
DRYSDALE,2016,409000.00 
DUNKELD,2016,207500.00 
DUNOLLY,2016,180000.00 
EAGLE POINT,2016,267500.00 
EAGLEHAWK,2016,270000.00 
EAGLEMONT,2016,1895500.00 
EAST BAIRNSDALE,2016,212500.00 
EAST BENDIGO,2016,303500.00 
EAST GEELONG,2016,512500.00 
EAST MELBOURNE,2016,3655000.00 
EAST WARBURTON,2016,369000.00 
EASTWOOD,2016,357500.00 
ECHUCA,2016,310000.00 
EDENHOPE,2016,144500.00 
EDITHVALE,2016,930000.00 
EILDON,2016,210000.00 
ELLIMINYT,2016,364000.00 
ELMORE,2016,220000.00 
ELSTERNWICK,2016,1723500.00 
